State name,County name,1980_Total,1980_Hispanic,1980_%Hisp,1990_Total,1990_Hispanic,1990_%Hisp,2000_Total,2000_Hispanic,2000_%Hisp,2010_Total,2010_Hispanic,2010_%Hisp,2020_Total,2020_Hispanic,2020_%Hisp
United States,U.S. total,"226,545,805","14,608,673",6.4%,"248,709,873","22,354,059",9.0%,"281,421,906","35,305,818",12.5%,"308,745,538","50,477,594",16.3%,"331,449,281","62,080,044",18.7%
